tokens,ner_tags
measure the minimum temperature and find the maximum system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and find the maximum rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and find the maximum torque.,O O B-FUNC B-PARAM O O O B-FUNC O
measure the minimum temperature and find the maximum tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and find the maximum air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and find the trend power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and find the trend system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and find the trend rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and find the trend torque.,O O B-FUNC B-PARAM O O O B-FUNC O
measure the minimum temperature and find the trend tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and find the trend air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and find the latest power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and find the latest system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and find the latest rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and find the latest torque.,O O B-FUNC B-PARAM O O O B-FUNC O
measure the minimum temperature and find the latest tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and find the latest air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the average power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the average system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the average rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the average torque.,O O B-FUNC B-PARAM O O O B-FUNC O
measure the minimum temperature and show the average tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the average air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the minimum power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the minimum system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the minimum rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the minimum torque.,O O B-FUNC B-PARAM O O O B-FUNC O
measure the minimum temperature and show the minimum tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the minimum air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the maximum power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the maximum system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the maximum rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the maximum torque.,O O B-FUNC B-PARAM O O O B-FUNC O
measure the minimum temperature and show the maximum tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the maximum air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the trend power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the trend system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the trend rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the trend torque.,O O B-FUNC B-PARAM O O O B-FUNC O
measure the minimum temperature and show the trend tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the trend air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the latest power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the latest system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the latest rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the latest torque.,O O B-FUNC B-PARAM O O O B-FUNC O
measure the minimum temperature and show the latest tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and show the latest air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the average power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the average system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the average rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the average torque.,O O B-FUNC B-PARAM O O O B-FUNC O
measure the minimum temperature and identify the average tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the average air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the minimum power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the minimum system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the minimum rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the minimum torque.,O O B-FUNC B-PARAM O O O B-FUNC O
measure the minimum temperature and identify the minimum tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the minimum air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the maximum power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the maximum system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the maximum rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the maximum torque.,O O B-FUNC B-PARAM O O O B-FUNC O
measure the minimum temperature and identify the maximum tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the maximum air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the trend power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the trend system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the trend rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the trend torque.,O O B-FUNC B-PARAM O O O B-FUNC O
measure the minimum temperature and identify the trend tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the trend air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the latest power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the latest system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the latest rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the latest torque.,O O B-FUNC B-PARAM O O O B-FUNC O
measure the minimum temperature and identify the latest tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and identify the latest air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the average power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the average system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the average rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the average torque.,O O B-FUNC B-PARAM O O O B-FUNC O
measure the minimum temperature and measure the average tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the average air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the minimum power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the minimum system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the minimum rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the minimum torque.,O O B-FUNC B-PARAM O O O B-FUNC O
measure the minimum temperature and measure the minimum tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the minimum air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the maximum power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the maximum system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the maximum rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the maximum torque.,O O B-FUNC B-PARAM O O O B-FUNC O
measure the minimum temperature and measure the maximum tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the maximum air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the trend power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the trend system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the trend rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the trend torque.,O O B-FUNC B-PARAM O O O B-FUNC O
measure the minimum temperature and measure the trend tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the trend air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the latest power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the latest system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the latest rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the latest torque.,O O B-FUNC B-PARAM O O O B-FUNC O
measure the minimum temperature and measure the latest tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum temperature and measure the latest air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
measure the minimum power consumption and calculate the average temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
measure the minimum power consumption and calculate the average system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
measure the minimum power consumption and calculate the average rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
measure the minimum power consumption and calculate the average torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
measure the minimum power consumption and calculate the average tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
measure the minimum power consumption and calculate the average air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
measure the minimum power consumption and calculate the minimum temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
measure the minimum power consumption and calculate the minimum system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
measure the minimum power consumption and calculate the minimum rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
measure the minimum power consumption and calculate the minimum torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
measure the minimum power consumption and calculate the minimum tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
measure the minimum power consumption and calculate the minimum air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
measure the minimum power consumption and calculate the maximum temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
measure the minimum power consumption and calculate the maximum system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
measure the minimum power consumption and calculate the maximum rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
measure the minimum power consumption and calculate the maximum torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
measure the minimum power consumption and calculate the maximum tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
measure the minimum power consumption and calculate the maximum air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
measure the minimum power consumption and calculate the trend temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
measure the minimum power consumption and calculate the trend system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
measure the minimum power consumption and calculate the trend rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
measure the minimum power consumption and calculate the trend torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
measure the minimum power consumption and calculate the trend tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
measure the minimum power consumption and calculate the trend air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
measure the minimum power consumption and calculate the latest temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
